scenario,account_id,date,amount,entity,description,source
Actual,6030,2024-08-14,78.12,West,Software & Subscriptions,sample_gl
Actual,6030,2024-08-16,150.12,West,Software & Subscriptions,sample_gl
Actual,6030,2024-08-19,354.75,West,Software & Subscriptions,sample_gl
Actual,6030,2024-08-24,2196.75,West,Software & Subscriptions,sample_gl
Actual,6030,2024-08-27,1090.38,West,Software & Subscriptions,sample_gl
Actual,6030,2024-08-30,634.89,West,Software & Subscriptions,sample_gl
Actual,6040,2024-08-08,341.15,North,Travel & Entertainment,sample_gl
Actual,6040,2024-08-10,426.63,North,Travel & Entertainment,sample_gl
Actual,6040,2024-08-14,348.1,North,Travel & Entertainment,sample_gl
Actual,6040,2024-08-16,449.35,North,Travel & Entertainment,sample_gl
Actual,6040,2024-08-16,1376.48,North,Travel & Entertainment,sample_gl
Actual,6040,2024-08-18,587.1,North,Travel & Entertainment,sample_gl
Actual,6040,2024-08-21,1420.45,North,Travel & Entertainment,sample_gl
Actual,6040,2024-08-29,645.32,North,Travel & Entertainment,sample_gl
Actual,6040,2024-08-01,99.91,South,Travel & Entertainment,sample_gl
Actual,6040,2024-08-12,936.82,South,Travel & Entertainment,sample_gl
Actual,6040,2024-08-13,196.16,South,Travel & Entertainment,sample_gl
Actual,6040,2024-08-18,85.99,South,Travel & Entertainment,sample_gl
Actual,6040,2024-08-23,520.02,South,Travel & Entertainment,sample_gl
Actual,6040,2024-08-26,329.56,South,Travel & Entertainment,sample_gl
Actual,6040,2024-08-26,827.22,South,Travel & Entertainment,sample_gl
Actual,6040,2024-08-26,837.88,South,Travel & Entertainment,sample_gl
Actual,6040,2024-08-02,300.42,West,Travel & Entertainment,sample_gl
Actual,6040,2024-08-09,499.21,West,Travel & Entertainment,sample_gl
Actual,6040,2024-08-12,1171.09,West,Travel & Entertainment,sample_gl
Actual,6040,2024-08-16,329.96,West,Travel & Entertainment,sample_gl
Actual,6040,2024-08-17,148.34,West,Travel & Entertainment,sample_gl
Actual,6040,2024-08-25,473.12,West,Travel & Entertainment,sample_gl
Actual,6040,2024-08-26,76.88,West,Travel & Entertainment,sample_gl
Actual,6040,2024-08-26,1.18,West,Travel & Entertainment,sample_gl
Actual,7000,2024-08-02,690.8,North,Interest Expense,sample_gl
Actual,7000,2024-08-08,249.89,North,Interest Expense,sample_gl
Actual,7000,2024-08-19,323.92,North,Interest Expense,sample_gl
Actual,7000,2024-08-24,280.03,North,Interest Expense,sample_gl
Actual,7000,2024-08-25,2174.4,North,Interest Expense,sample_gl
Actual,7000,2024-08-28,188.73,North,Interest Expense,sample_gl
Actual,7000,2024-08-30,35.3,North,Interest Expense,sample_gl
Actual,7000,2024-08-31,33.64,North,Interest Expense,sample_gl
Actual,7000,2024-08-01,566.74,South,Interest Expense,sample_gl
Actual,7000,2024-08-12,133.43,South,Interest Expense,sample_gl
Actual,7000,2024-08-19,1461.97,South,Interest Expense,sample_gl
Actual,7000,2024-08-19,1069.96,South,Interest Expense,sample_gl
Actual,7000,2024-08-19,104.87,South,Interest Expense,sample_gl
Actual,7000,2024-08-23,445.38,South,Interest Expense,sample_gl
Actual,7000,2024-08-23,87.82,South,Interest Expense,sample_gl
Actual,7000,2024-08-31,118.1,South,Interest Expense,sample_gl
Actual,7000,2024-08-01,682.03,West,Interest Expense,sample_gl
Actual,7000,2024-08-02,592.92,West,Interest Expense,sample_gl
Actual,7000,2024-08-02,34.69,West,Interest Expense,sample_gl
Actual,7000,2024-08-03,527.42,West,Interest Expense,sample_gl
Actual,7000,2024-08-08,523.25,West,Interest Expense,sample_gl
Actual,7000,2024-08-08,723.66,West,Interest Expense,sample_gl
Actual,7000,2024-08-17,15.45,West,Interest Expense,sample_gl
Actual,7000,2024-08-20,743.89,West,Interest Expense,sample_gl
Actual,4000,2024-09-04,-12375.12,North,Product Revenue,sample_gl
Actual,4000,2024-09-05,-45047.89,North,Product Revenue,sample_gl
Actual,4000,2024-09-05,-4833.37,North,Product Revenue,sample_gl
Actual,4000,2024-09-19,-27538.43,North,Product Revenue,sample_gl
Actual,4000,2024-09-23,-10189.55,North,Product Revenue,sample_gl
Actual,4000,2024-09-25,-12987.85,North,Product Revenue,sample_gl
Actual,4000,2024-09-28,-7233.89,North,Product Revenue,sample_gl
Actual,4000,2024-09-30,-50410.81,North,Product Revenue,sample_gl
Actual,4000,2024-09-05,-28284.33,South,Product Revenue,sample_gl
Actual,4000,2024-09-06,-7961.47,South,Product Revenue,sample_gl
Actual,4000,2024-09-11,-69158.04,South,Product Revenue,sample_gl
Actual,4000,2024-09-14,-7205.76,South,Product Revenue,sample_gl
Actual,4000,2024-09-16,-15169.94,South,Product Revenue,sample_gl
Actual,4000,2024-09-21,-23031.96,South,Product Revenue,sample_gl
Actual,4000,2024-09-24,-6477.97,South,Product Revenue,sample_gl
Actual,4000,2024-09-26,-5075.04,South,Product Revenue,sample_gl
Actual,4000,2024-09-01,-5112.98,West,Product Revenue,sample_gl
Actual,4000,2024-09-05,-56717.75,West,Product Revenue,sample_gl
Actual,4000,2024-09-06,-33281.62,West,Product Revenue,sample_gl
Actual,4000,2024-09-10,-54679.49,West,Product Revenue,sample_gl
Actual,4000,2024-09-10,-14.2,West,Product Revenue,sample_gl
Actual,4000,2024-09-23,-2588.77,West,Product Revenue,sample_gl
Actual,4000,2024-09-24,-4594.53,West,Product Revenue,sample_gl
Actual,4000,2024-09-24,-902.65,West,Product Revenue,sample_gl
Actual,4010,2024-09-04,-3719.54,North,Service Revenue,sample_gl
Actual,4010,2024-09-08,-11555.02,North,Service Revenue,sample_gl
Actual,4010,2024-09-19,-556.92,North,Service Revenue,sample_gl
Actual,4010,2024-09-20,-747.75,North,Service Revenue,sample_gl
Actual,4010,2024-09-21,-7140.86,North,Service Revenue,sample_gl
Actual,4010,2024-09-26,-6692.77,North,Service Revenue,sample_gl
Actual,4010,2024-09-30,-15627.08,North,Service Revenue,sample_gl
Actual,4010,2024-09-30,-1764.98,North,Service Revenue,sample_gl
Actual,4010,2024-09-01,-2615.39,South,Service Revenue,sample_gl
Actual,4010,2024-09-07,-16422.91,South,Service Revenue,sample_gl
Actual,4010,2024-09-08,-3757.46,South,Service Revenue,sample_gl
Actual,4010,2024-09-09,-1008.56,South,Service Revenue,sample_gl
Actual,4010,2024-09-11,-13849.32,South,Service Revenue,sample_gl
Actual,4010,2024-09-15,-1479.55,South,Service Revenue,sample_gl
Actual,4010,2024-09-24,-3618.09,South,Service Revenue,sample_gl
Actual,4010,2024-09-29,-11569.17,South,Service Revenue,sample_gl
Actual,4010,2024-09-06,-9262.88,West,Service Revenue,sample_gl
Actual,4010,2024-09-12,-6149.64,West,Service Revenue,sample_gl
Actual,4010,2024-09-13,-3118.24,West,Service Revenue,sample_gl
Actual,4010,2024-09-14,-5205.35,West,Service Revenue,sample_gl
Actual,4010,2024-09-16,-7398.88,West,Service Revenue,sample_gl
Actual,4010,2024-09-18,-1251.83,West,Service Revenue,sample_gl
Actual,4010,2024-09-29,-1645.64,West,Service Revenue,sample_gl
Actual,4010,2024-09-29,-7029.53,West,Service Revenue,sample_gl
Actual,5000,2024-09-01,6268.51,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-03,19010.15,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-04,11552.63,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-06,3163.34,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-09,1320.57,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-11,7967.57,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-11,11185.74,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-29,6859.05,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-01,3459.54,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-06,17928.2,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-14,5050.54,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-16,1609.79,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-20,7745.97,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-21,23995.31,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-23,3153.94,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-29,1653.79,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-02,209.11,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-04,2777.94,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-08,1815.28,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-10,21521.25,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-13,582.0,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-18,7351.46,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-19,10895.24,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-09-27,9651.0,West,Cost of Goods Sold,sample_gl
Actual,5010,2024-09-01,2318.91,North,Direct Labor,sample_gl
Actual,5010,2024-09-03,5526.92,North,Direct Labor,sample_gl
Actual,5010,2024-09-04,2267.44,North,Direct Labor,sample_gl
Actual,5010,2024-09-06,2331.45,North,Direct Labor,sample_gl
Actual,5010,2024-09-07,1400.18,North,Direct Labor,sample_gl
Actual,5010,2024-09-10,2974.79,North,Direct Labor,sample_gl
Actual,5010,2024-09-16,4649.41,North,Direct Labor,sample_gl
Actual,5010,2024-09-21,3975.18,North,Direct Labor,sample_gl
Actual,5010,2024-09-02,1813.89,South,Direct Labor,sample_gl
Actual,5010,2024-09-06,708.26,South,Direct Labor,sample_gl
Actual,5010,2024-09-09,4135.59,South,Direct Labor,sample_gl
Actual,5010,2024-09-09,1245.36,South,Direct Labor,sample_gl
Actual,5010,2024-09-12,2213.81,South,Direct Labor,sample_gl
Actual,5010,2024-09-15,9525.0,South,Direct Labor,sample_gl
Actual,5010,2024-09-15,2494.47,South,Direct Labor,sample_gl
Actual,5010,2024-09-15,7291.09,South,Direct Labor,sample_gl
Actual,5010,2024-09-02,7784.07,West,Direct Labor,sample_gl
Actual,5010,2024-09-08,5003.38,West,Direct Labor,sample_gl
Actual,5010,2024-09-14,4475.25,West,Direct Labor,sample_gl
Actual,5010,2024-09-18,1656.03,West,Direct Labor,sample_gl
Actual,5010,2024-09-18,3777.5,West,Direct Labor,sample_gl
Actual,5010,2024-09-19,8235.03,West,Direct Labor,sample_gl
Actual,5010,2024-09-25,966.77,West,Direct Labor,sample_gl
Actual,5010,2024-09-27,1135.44,West,Direct Labor,sample_gl
Actual,6000,2024-09-02,5778.84,North,Salaries & Wages,sample_gl
Actual,6000,2024-09-17,772.76,North,Salaries & Wages,sample_gl
Actual,6000,2024-09-17,11047.38,North,Salaries & Wages,sample_gl
Actual,6000,2024-09-19,4798.95,North,Salaries & Wages,sample_gl
Actual,6000,2024-09-23,14798.15,North,Salaries & Wages,sample_gl
Actual,6000,2024-09-26,7.58,North,Salaries & Wages,sample_gl
Actual,6000,2024-09-28,1312.95,North,Salaries & Wages,sample_gl
Actual,6000,2024-09-29,675.88,North,Salaries & Wages,sample_gl
Actual,6000,2024-09-02,10972.45,South,Salaries & Wages,sample_gl
Actual,6000,2024-09-03,7552.5,South,Salaries & Wages,sample_gl
Actual,6000,2024-09-05,8162.04,South,Salaries & Wages,sample_gl
Actual,6000,2024-09-07,8802.33,South,Salaries & Wages,sample_gl
Actual,6000,2024-09-07,3263.25,South,Salaries & Wages,sample_gl
Actual,6000,2024-09-14,143.36,South,Salaries & Wages,sample_gl
Actual,6000,2024-09-22,3535.51,South,Salaries & Wages,sample_gl
Actual,6000,2024-09-26,116.19,South,Salaries & Wages,sample_gl
Actual,6000,2024-09-09,6285.48,West,Salaries & Wages,sample_gl
Actual,6000,2024-09-11,11291.94,West,Salaries & Wages,sample_gl
Actual,6000,2024-09-13,218.48,West,Salaries & Wages,sample_gl
Actual,6000,2024-09-15,4367.11,West,Salaries & Wages,sample_gl
Actual,6000,2024-09-17,4262.25,West,Salaries & Wages,sample_gl
Actual,6000,2024-09-18,6934.09,West,Salaries & Wages,sample_gl
Actual,6000,2024-09-28,3686.28,West,Salaries & Wages,sample_gl
Actual,6000,2024-09-30,5366.58,West,Salaries & Wages,sample_gl
Actual,6010,2024-09-04,1023.54,North,Rent & Facilities,sample_gl
Actual,6010,2024-09-04,1876.02,North,Rent & Facilities,sample_gl
Actual,6010,2024-09-19,585.56,North,Rent & Facilities,sample_gl
Actual,6010,2024-09-19,397.03,North,Rent & Facilities,sample_gl
Actual,6010,2024-09-19,282.23,North,Rent & Facilities,sample_gl
Actual,6010,2024-09-25,757.03,North,Rent & Facilities,sample_gl
Actual,6010,2024-09-25,507.25,North,Rent & Facilities,sample_gl
Actual,6010,2024-09-30,4706.37,North,Rent & Facilities,sample_gl
Actual,6010,2024-09-05,385.06,South,Rent & Facilities,sample_gl
Actual,6010,2024-09-09,1973.78,South,Rent & Facilities,sample_gl
Actual,6010,2024-09-13,932.45,South,Rent & Facilities,sample_gl
Actual,6010,2024-09-13,4113.0,South,Rent & Facilities,sample_gl
Actual,6010,2024-09-20,1427.98,South,Rent & Facilities,sample_gl
Actual,6010,2024-09-20,74.04,South,Rent & Facilities,sample_gl
Actual,6010,2024-09-22,236.34,South,Rent & Facilities,sample_gl
Actual,6010,2024-09-23,786.0,South,Rent & Facilities,sample_gl
Actual,6010,2024-09-01,976.45,West,Rent & Facilities,sample_gl
Actual,6010,2024-09-09,359.57,West,Rent & Facilities,sample_gl
Actual,6010,2024-09-10,3069.27,West,Rent & Facilities,sample_gl
Actual,6010,2024-09-10,482.26,West,Rent & Facilities,sample_gl
Actual,6010,2024-09-11,2033.72,West,Rent & Facilities,sample_gl
Actual,6010,2024-09-26,1717.11,West,Rent & Facilities,sample_gl
Actual,6010,2024-09-27,1047.06,West,Rent & Facilities,sample_gl
Actual,6010,2024-09-27,256.3,West,Rent & Facilities,sample_gl
Actual,6020,2024-09-03,2408.46,North,Marketing,sample_gl
Actual,6020,2024-09-07,5397.97,North,Marketing,sample_gl
Actual,6020,2024-09-07,3419.02,North,Marketing,sample_gl
Actual,6020,2024-09-14,281.01,North,Marketing,sample_gl
Actual,6020,2024-09-15,932.1,North,Marketing,sample_gl
Actual,6020,2024-09-20,44.72,North,Marketing,sample_gl
Actual,6020,2024-09-21,654.78,North,Marketing,sample_gl
Actual,6020,2024-09-30,2012.11,North,Marketing,sample_gl
Actual,6020,2024-09-05,284.06,South,Marketing,sample_gl
Actual,6020,2024-09-10,1607.47,South,Marketing,sample_gl
Actual,6020,2024-09-13,556.64,South,Marketing,sample_gl
Actual,6020,2024-09-17,2030.82,South,Marketing,sample_gl
Actual,6020,2024-09-17,3694.3,South,Marketing,sample_gl
Actual,6020,2024-09-23,39.71,South,Marketing,sample_gl
Actual,6020,2024-09-25,415.63,South,Marketing,sample_gl
Actual,6020,2024-09-28,1184.07,South,Marketing,sample_gl
Actual,6020,2024-09-09,615.21,West,Marketing,sample_gl
Actual,6020,2024-09-12,1878.24,West,Marketing,sample_gl
Actual,6020,2024-09-13,1081.15,West,Marketing,sample_gl
Actual,6020,2024-09-15,3922.83,West,Marketing,sample_gl
Actual,6020,2024-09-17,4315.96,West,Marketing,sample_gl
Actual,6020,2024-09-21,144.19,West,Marketing,sample_gl
Actual,6020,2024-09-27,5564.45,West,Marketing,sample_gl
Actual,6020,2024-09-30,2607.11,West,Marketing,sample_gl
Actual,6030,2024-09-06,730.99,North,Software & Subscriptions,sample_gl
Actual,6030,2024-09-09,548.16,North,Software & Subscriptions,sample_gl
Actual,6030,2024-09-12,455.43,North,Software & Subscriptions,sample_gl
Actual,6030,2024-09-12,833.23,North,Software & Subscriptions,sample_gl
Actual,6030,2024-09-24,523.17,North,Software & Subscriptions,sample_gl
Actual,6030,2024-09-27,755.01,North,Software & Subscriptions,sample_gl
Actual,6030,2024-09-27,483.75,North,Software & Subscriptions,sample_gl
Actual,6030,2024-09-29,157.42,North,Software & Subscriptions,sample_gl
Actual,6030,2024-09-01,581.79,South,Software & Subscriptions,sample_gl
Actual,6030,2024-09-09,179.78,South,Software & Subscriptions,sample_gl
Actual,6030,2024-09-14,222.36,South,Software & Subscriptions,sample_gl
Actual,6030,2024-09-17,1100.7,South,Software & Subscriptions,sample_gl
Actual,6030,2024-09-21,590.29,South,Software & Subscriptions,sample_gl
Actual,6030,2024-09-25,324.75,South,Software & Subscriptions,sample_gl
Actual,6030,2024-09-25,521.78,South,Software & Subscriptions,sample_gl
Actual,6030,2024-09-28,875.61,South,Software & Subscriptions,sample_gl
Actual,6030,2024-09-09,916.08,West,Software & Subscriptions,sample_gl
Actual,6030,2024-09-10,352.38,West,Software & Subscriptions,sample_gl
Actual,6030,2024-09-13,658.5,West,Software & Subscriptions,sample_gl
Actual,6030,2024-09-14,258.78,West,Software & Subscriptions,sample_gl
Actual,6030,2024-09-21,268.05,West,Software & Subscriptions,sample_gl
Actual,6030,2024-09-23,164.23,West,Software & Subscriptions,sample_gl
Actual,6030,2024-09-23,957.1,West,Software & Subscriptions,sample_gl
Actual,6030,2024-09-29,623.07,West,Software & Subscriptions,sample_gl
Actual,6040,2024-09-10,623.56,North,Travel & Entertainment,sample_gl
Actual,6040,2024-09-12,432.4,North,Travel & Entertainment,sample_gl
Actual,6040,2024-09-18,1494.92,North,Travel & Entertainment,sample_gl
Actual,6040,2024-09-20,364.63,North,Travel & Entertainment,sample_gl
Actual,6040,2024-09-20,3341.82,North,Travel & Entertainment,sample_gl
Actual,6040,2024-09-21,2157.72,North,Travel & Entertainment,sample_gl
Actual,6040,2024-09-27,1239.26,North,Travel & Entertainment,sample_gl
Actual,6040,2024-09-27,113.69,North,Travel & Entertainment,sample_gl
Actual,6040,2024-09-05,206.13,South,Travel & Entertainment,sample_gl
Actual,6040,2024-09-07,301.9,South,Travel & Entertainment,sample_gl
Actual,6040,2024-09-10,364.41,South,Travel & Entertainment,sample_gl
Actual,6040,2024-09-17,287.85,South,Travel & Entertainment,sample_gl
Actual,6040,2024-09-21,306.83,South,Travel & Entertainment,sample_gl
Actual,6040,2024-09-23,1473.77,South,Travel & Entertainment,sample_gl
Actual,6040,2024-09-25,171.68,South,Travel & Entertainment,sample_gl
Actual,6040,2024-09-29,518.03,South,Travel & Entertainment,sample_gl
Actual,6040,2024-09-02,1806.19,West,Travel & Entertainment,sample_gl
Actual,6040,2024-09-09,1262.44,West,Travel & Entertainment,sample_gl
Actual,6040,2024-09-10,291.01,West,Travel & Entertainment,sample_gl
Actual,6040,2024-09-13,252.66,West,Travel & Entertainment,sample_gl
Actual,6040,2024-09-13,142.38,West,Travel & Entertainment,sample_gl
Actual,6040,2024-09-14,540.25,West,Travel & Entertainment,sample_gl
Actual,6040,2024-09-24,940.76,West,Travel & Entertainment,sample_gl
Actual,6040,2024-09-30,27.61,West,Travel & Entertainment,sample_gl
Actual,7000,2024-09-06,393.45,North,Interest Expense,sample_gl
Actual,7000,2024-09-10,122.31,North,Interest Expense,sample_gl
Actual,7000,2024-09-12,214.42,North,Interest Expense,sample_gl
Actual,7000,2024-09-16,312.48,North,Interest Expense,sample_gl
Actual,7000,2024-09-17,2215.88,North,Interest Expense,sample_gl
Actual,7000,2024-09-22,130.18,North,Interest Expense,sample_gl
Actual,7000,2024-09-28,144.54,North,Interest Expense,sample_gl
Actual,7000,2024-09-30,497.87,North,Interest Expense,sample_gl
Actual,7000,2024-09-03,1044.48,South,Interest Expense,sample_gl
Actual,7000,2024-09-08,134.26,South,Interest Expense,sample_gl
Actual,7000,2024-09-08,52.25,South,Interest Expense,sample_gl
Actual,7000,2024-09-11,97.14,South,Interest Expense,sample_gl
Actual,7000,2024-09-12,1655.12,South,Interest Expense,sample_gl
Actual,7000,2024-09-21,175.9,South,Interest Expense,sample_gl
Actual,7000,2024-09-22,253.04,South,Interest Expense,sample_gl
Actual,7000,2024-09-29,596.42,South,Interest Expense,sample_gl
Actual,7000,2024-09-02,466.61,West,Interest Expense,sample_gl
Actual,7000,2024-09-03,291.02,West,Interest Expense,sample_gl
Actual,7000,2024-09-16,851.17,West,Interest Expense,sample_gl
Actual,7000,2024-09-19,230.21,West,Interest Expense,sample_gl
Actual,7000,2024-09-19,224.39,West,Interest Expense,sample_gl
Actual,7000,2024-09-20,587.5,West,Interest Expense,sample_gl
Actual,7000,2024-09-21,740.52,West,Interest Expense,sample_gl
Actual,7000,2024-09-28,502.96,West,Interest Expense,sample_gl
Actual,4000,2024-10-05,-11431.16,North,Product Revenue,sample_gl
Actual,4000,2024-10-11,-4492.16,North,Product Revenue,sample_gl
Actual,4000,2024-10-11,-19614.68,North,Product Revenue,sample_gl
Actual,4000,2024-10-14,-26217.97,North,Product Revenue,sample_gl
Actual,4000,2024-10-15,-3786.25,North,Product Revenue,sample_gl
Actual,4000,2024-10-19,-104386.24,North,Product Revenue,sample_gl
Actual,4000,2024-10-29,-24481.86,North,Product Revenue,sample_gl
Actual,4000,2024-10-30,-2632.42,North,Product Revenue,sample_gl
Actual,4000,2024-10-06,-27034.03,South,Product Revenue,sample_gl
Actual,4000,2024-10-07,-6064.44,South,Product Revenue,sample_gl
Actual,4000,2024-10-09,-56528.67,South,Product Revenue,sample_gl
Actual,4000,2024-10-15,-80.28,South,Product Revenue,sample_gl
Actual,4000,2024-10-19,-898.66,South,Product Revenue,sample_gl
Actual,4000,2024-10-25,-72290.98,South,Product Revenue,sample_gl
Actual,4000,2024-10-25,-1140.32,South,Product Revenue,sample_gl
Actual,4000,2024-10-25,-44871.31,South,Product Revenue,sample_gl
Actual,4000,2024-10-01,-680.72,West,Product Revenue,sample_gl
Actual,4000,2024-10-07,-2276.7,West,Product Revenue,sample_gl
Actual,4000,2024-10-11,-34392.36,West,Product Revenue,sample_gl
Actual,4000,2024-10-12,-50308.2,West,Product Revenue,sample_gl
Actual,4000,2024-10-18,-33438.23,West,Product Revenue,sample_gl
Actual,4000,2024-10-24,-3836.98,West,Product Revenue,sample_gl
Actual,4000,2024-10-29,-19831.13,West,Product Revenue,sample_gl
Actual,4000,2024-10-31,-20306.12,West,Product Revenue,sample_gl
Actual,4010,2024-10-04,-2290.09,North,Service Revenue,sample_gl
Actual,4010,2024-10-05,-980.22,North,Service Revenue,sample_gl
Actual,4010,2024-10-06,-18452.54,North,Service Revenue,sample_gl
Actual,4010,2024-10-10,-1115.09,North,Service Revenue,sample_gl
Actual,4010,2024-10-10,-3223.98,North,Service Revenue,sample_gl
Actual,4010,2024-10-13,-191.81,North,Service Revenue,sample_gl
Actual,4010,2024-10-17,-21256.02,North,Service Revenue,sample_gl
Actual,4010,2024-10-19,-2581.54,North,Service Revenue,sample_gl
Actual,4010,2024-10-06,-6378.93,South,Service Revenue,sample_gl
Actual,4010,2024-10-07,-4726.25,South,Service Revenue,sample_gl
Actual,4010,2024-10-12,-8506.81,South,Service Revenue,sample_gl
Actual,4010,2024-10-16,-9057.54,South,Service Revenue,sample_gl
Actual,4010,2024-10-25,-6683.77,South,Service Revenue,sample_gl
Actual,4010,2024-10-29,-335.84,South,Service Revenue,sample_gl
Actual,4010,2024-10-30,-8951.92,South,Service Revenue,sample_gl
Actual,4010,2024-10-31,-3976.67,South,Service Revenue,sample_gl
Actual,4010,2024-10-02,-2269.26,West,Service Revenue,sample_gl
Actual,4010,2024-10-04,-9677.41,West,Service Revenue,sample_gl
Actual,4010,2024-10-06,-13028.13,West,Service Revenue,sample_gl
Actual,4010,2024-10-12,-5550.17,West,Service Revenue,sample_gl
Actual,4010,2024-10-13,-392.43,West,Service Revenue,sample_gl
Actual,4010,2024-10-21,-10021.72,West,Service Revenue,sample_gl
Actual,4010,2024-10-23,-5517.56,West,Service Revenue,sample_gl
Actual,4010,2024-10-26,-248.46,West,Service Revenue,sample_gl
Actual,5000,2024-10-04,12145.78,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-09,9268.35,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-13,2469.92,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-14,26111.18,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-15,2486.89,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-16,64.91,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-18,2594.43,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-23,24176.85,North,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-04,7251.87,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-05,528.81,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-14,254.01,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-17,5521.77,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-20,75.25,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-23,4316.07,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-27,31103.77,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-29,19192.54,South,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-02,167.38,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-06,12529.49,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-10,7513.78,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-14,20848.02,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-16,10001.23,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-18,4380.02,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-23,1604.38,West,Cost of Goods Sold,sample_gl
Actual,5000,2024-10-30,4088.28,West,Cost of Goods Sold,sample_gl
Actual,5010,2024-10-03,2668.24,North,Direct Labor,sample_gl
Actual,5010,2024-10-03,3421.09,North,Direct Labor,sample_gl
Actual,5010,2024-10-05,651.5,North,Direct Labor,sample_gl
Actual,5010,2024-10-16,1057.12,North,Direct Labor,sample_gl
Actual,5010,2024-10-17,4432.25,North,Direct Labor,sample_gl
Actual,5010,2024-10-22,6830.23,North,Direct Labor,sample_gl
Actual,5010,2024-10-25,6983.44,North,Direct Labor,sample_gl
Actual,5010,2024-10-31,298.57,North,Direct Labor,sample_gl
Actual,5010,2024-10-02,1300.46,South,Direct Labor,sample_gl
Actual,5010,2024-10-10,1391.72,South,Direct Labor,sample_gl
Actual,5010,2024-10-11,2140.01,South,Direct Labor,sample_gl
Actual,5010,2024-10-12,13966.8,South,Direct Labor,sample_gl
Actual,5010,2024-10-14,2130.69,South,Direct Labor,sample_gl
Actual,5010,2024-10-22,557.26,South,Direct Labor,sample_gl
Actual,5010,2024-10-26,2658.07,South,Direct Labor,sample_gl
Actual,5010,2024-10-28,4194.25,South,Direct Labor,sample_gl
Actual,5010,2024-10-09,2591.37,West,Direct Labor,sample_gl
Actual,5010,2024-10-12,2506.81,West,Direct Labor,sample_gl
Actual,5010,2024-10-15,2480.2,West,Direct Labor,sample_gl
Actual,5010,2024-10-20,3174.91,West,Direct Labor,sample_gl
Actual,5010,2024-10-24,419.91,West,Direct Labor,sample_gl
Actual,5010,2024-10-29,11547.04,West,Direct Labor,sample_gl
Actual,5010,2024-10-29,4107.82,West,Direct Labor,sample_gl
Actual,5010,2024-10-31,1050.75,West,Direct Labor,sample_gl
Actual,6000,2024-10-04,2511.71,North,Salaries & Wages,sample_gl
Actual,6000,2024-10-05,4314.88,North,Salaries & Wages,sample_gl
Actual,6000,2024-10-06,10991.05,North,Salaries & Wages,sample_gl
Actual,6000,2024-10-21,7483.02,North,Salaries & Wages,sample_gl
Actual,6000,2024-10-23,3753.57,North,Salaries & Wages,sample_gl
Actual,6000,2024-10-24,5305.18,North,Salaries & Wages,sample_gl
Actual,6000,2024-10-26,6004.58,North,Salaries & Wages,sample_gl
Actual,6000,2024-10-29,2464.03,North,Salaries & Wages,sample_gl
